Statistic	a	b	c	d	NrSites	Estimate_Total	Estimate_Jackknife	StdErr_Jackknife	Z_score_Jackknife
F2	Adygei	Karitiana			593124	4.9819e-2	4.9819e-2	5.1537e-4	96.66567853752622
F2	Adygei	Makrani			593124	3.1063e-3	3.1063e-3	7.3869e-5	42.05154822229352
F2	Adygei	Mandenka			593124	4.0741e-2	4.0741e-2	3.0752e-4	132.48366210154634
F2	Adygei	Mayan			593124	2.9903e-2	2.9903e-2	3.9367e-4	75.96039956793388
F2	Adygei	Mozabite			593124	8.4667e-3	8.4667e-3	1.4542e-4	58.22063393084517
F2	Adygei	Orcadian			593124	3.1463e-3	3.1463e-3	9.6238e-5	32.69327581295387
F2	Adygei	Palestinian			593124	2.8639e-3	2.8639e-3	7.3767e-5	38.82353627034952
F2	Adygei	Papuan			593124	4.7642e-2	4.7642e-2	5.0534e-4	94.27707300817762
F2	Adygei	Pathan			593124	2.8445e-3	2.8445e-3	8.3608e-5	34.021983231832884
F2	Adygei	Pima			593124	3.9852e-2	3.9852e-2	4.6075e-4	86.4940507083722
F2	Adygei	Russian			593124	2.9188e-3	2.9188e-3	7.7813e-5	37.50989949346061
F2	Adygei	Sardinian			593124	4.5821e-3	4.5821e-3	1.0050e-4	45.59281001771408
F2	Adygei	Sindhi_Pakistan			593124	3.8515e-3	3.8515e-3	9.7984e-5	39.30753806469247
F2	Adygei	Yakut			593124	2.1555e-2	2.1555e-2	3.1041e-4	69.44032057565583
F2	Adygei	Yoruba			593124	4.1216e-2	4.1216e-2	2.9176e-4	141.26702475952226
F2	Balochi	Adygei			593124	3.0631e-3	3.0631e-3	8.0652e-5	37.978814401294095
F2	Balochi	Balochi			593124	0.0000	0.0000	0.0000	NaN
F2	Balochi	Basque			593124	7.2963e-3	7.2963e-3	1.1849e-4	61.57536044555952
F2	Balochi	BedouinA			593124	4.3578e-3	4.3578e-3	8.6128e-5	50.59702325895226
F2	Balochi	BedouinB			593124	9.4370e-3	9.4370e-3	1.5508e-4	60.85457549364785
F2	Balochi	Biaka			593124	4.6900e-2	4.6900e-2	3.5860e-4	130.7863968031428
F2	Balochi	Brahui			593124	8.3512e-4	8.3512e-4	5.6163e-5	14.869585679994945
F2	Balochi	Burusho			593124	2.8403e-3	2.8403e-3	6.9519e-5	40.85660152325141
F2	Balochi	Druze			593124	4.5745e-3	4.5745e-3	8.3832e-5	54.56679499566849
F2	Balochi	French			593124	4.8528e-3	4.8528e-3	8.3846e-5	57.87728892457344
F2	Balochi	Han			593124	2.2536e-2	2.2536e-2	2.2412e-4	100.55113999618312
F2	Balochi	Hazara			593124	6.3515e-3	6.3515e-3	1.4436e-4	43.997195708277516
F2	Balochi	Italian_North			593124	4.6631e-3	4.6631e-3	9.7318e-5	47.91586040413916
F2	Balochi	Japanese			593124	2.3026e-2	2.3026e-2	2.2312e-4	103.20197167542116
F2	Balochi	Kalash			593124	7.7366e-3	7.7366e-3	1.4898e-4	51.932034905036495
F2	Balochi	Karitiana			593124	4.7880e-2	4.7880e-2	4.9290e-4	97.13877651064345
F2	Balochi	Makrani			593124	7.3996e-4	7.3996e-4	5.1395e-5	14.39747628698958
F2	Balochi	Mandenka			593124	3.8113e-2	3.8113e-2	3.0847e-4	123.55577729861055
F2	Balochi	Mayan			593124	2.8259e-2	2.8259e-2	3.9098e-4	72.27661654424001
F2	Balochi	Mozabite			593124	9.6318e-3	9.6318e-3	1.5271e-4	63.071902408348876
F2	Balochi	Orcadian			593124	5.6456e-3	5.6456e-3	1.1493e-4	49.12114780472961
F2	Balochi	Palestinian			593124	4.2897e-3	4.2897e-3	8.2682e-5	51.882295685777635
F2	Balochi	Papuan			593124	4.4162e-2	4.4162e-2	4.4637e-4	98.936447427948
F2	Balochi	Pathan			593124	1.2423e-3	1.2423e-3	5.2519e-5	23.655002485651675
F2	Balochi	Pima			593124	3.7965e-2	3.7965e-2	4.5736e-4	83.00899531671185
F2	Balochi	Russian			593124	4.9332e-3	4.9332e-3	9.4353e-5	52.28423459393584
F2	Balochi	Sardinian			593124	7.6731e-3	7.6731e-3	1.2274e-4	62.51482099163957
F2	Balochi	Sindhi_Pakistan			593124	1.4229e-3	1.4229e-3	6.7991e-5	20.92742918786922
F2	Balochi	Yakut			593124	2.0002e-2	2.0002e-2	2.5592e-4	78.15816108714752
F2	Balochi	Yoruba			593124	3.8457e-2	3.8457e-2	2.9518e-4	130.2844929947255
F2	Basque	Adygei			593124	4.4372e-3	4.4372e-3	9.5953e-5	46.24314059377124
F2	Basque	Balochi			593124	7.2963e-3	7.2963e-3	1.1849e-4	61.57536044555952
F2	Basque	Basque			593124	0.0000	0.0000	0.0000	NaN
F2	Basque	BedouinA			593124	5.2928e-3	5.2928e-3	8.7907e-5	60.20856317029655
F2	Basque	BedouinB			593124	1.0027e-2	1.0027e-2	1.5344e-4	65.34881756220545
F2	Basque	Biaka			593124	5.3373e-2	5.3373e-2	4.0168e-4	132.87439538384845
F2	Basque	Brahui			593124	7.7458e-3	7.7458e-3	1.2321e-4	62.865000777990446
F2	Basque	Burusho			593124	8.8710e-3	8.8710e-3	1.2969e-4	68.40029740232349
F2	Basque	Druze			593124	5.1339e-3	5.1339e-3	8.7095e-5	58.94603233521136
F2	Basque	French			593124	1.6455e-3	1.6455e-3	5.8566e-5	28.09658926982684
F2	Basque	Han			593124	3.0138e-2	3.0138e-2	3.2135e-4	93.7861399642412
F2	Basque	Hazara			593124	1.1728e-2	1.1728e-2	1.9669e-4	59.62529917562455
F2	Basque	Italian_North			593124	1.9117e-3	1.9117e-3	6.3532e-5	30.090446529984803
F2	Basque	Japanese			593124	3.0629e-2	3.0629e-2	3.0452e-4	100.5811714319457
F2	Basque	Kalash			593124	1.3217e-2	1.3217e-2	2.0817e-4	63.48899738705919
F2	Basque	Karitiana			593124	5.4544e-2	5.4544e-2	5.1874e-4	105.14716100837742
F2	Basque	Makrani			593124	7.3262e-3	7.3262e-3	1.1850e-4	61.82435436902796
F2	Basque	Mandenka			593124	4.4312e-2	4.4312e-2	3.2450e-4	136.55434840123823
F2	Basque	Mayan			593124	3.4173e-2	3.4173e-2	4.4352e-4	77.05108786033837
F2	Basque	Mozabite			593124	9.1390e-3	9.1390e-3	1.5135e-4	60.38238270274112
F2	Basque	Orcadian			593124	2.7166e-3	2.7166e-3	9.2020e-5	29.52242693697855
F2	Basque	Palestinian			593124	4.9747e-3	4.9747e-3	8.6189e-5	57.71816054776551
F2	Basque	Papuan			593124	5.1699e-2	5.1699e-2	5.0838e-4	101.69345902501345
F2	Basque	Pathan			593124	6.8187e-3	6.8187e-3	1.0718e-4	63.6191081182196
F2	Basque	Pima			593124	4.4332e-2	4.4332e-2	5.1002e-4	86.92111250337517
F2	Basque	Russian			593124	3.3733e-3	3.3733e-3	7.2150e-5	46.75383613640842
F2	Basque	Sardinian			593124	3.1607e-3	3.1607e-3	7.5626e-5	41.79426066551969
F2	Basque	Sindhi_Pakistan			593124	8.1297e-3	8.1297e-3	1.4812e-4	54.88471979189139
F2	Basque	Yakut			593124	2.6394e-2	2.6394e-2	3.1645e-4	83.40678648086913
F2	Basque	Yoruba			593124	4.4889e-2	4.4889e-2	3.2159e-4	139.58178547117367
F2	BedouinA	Adygei			593124	3.1491e-3	3.1491e-3	7.1862e-5	43.82211060423537
F2	BedouinA	Balochi			593124	4.3578e-3	4.3578e-3	8.6128e-5	50.59702325895226
F2	BedouinA	Basque			593124	5.2928e-3	5.2928e-3	8.7907e-5	60.20856317029655
F2	BedouinA	BedouinA			593124	0.0000	0.0000	0.0000	NaN
F2	BedouinA	BedouinB			593124	4.5081e-3	4.5081e-3	1.1512e-4	39.16022613084436
F2	BedouinA	Biaka			593124	4.1772e-2	4.1772e-2	3.6346e-4	114.92624910023254
F2	BedouinA	Brahui			593124	4.7027e-3	4.7027e-3	8.3033e-5	56.6365872443231
F2	BedouinA	Burusho			593124	6.5368e-3	6.5368e-3	9.9619e-5	65.61798089224006
F2	BedouinA	Druze			593124	2.3101e-3	2.3101e-3	4.5621e-5	50.6367717337056
F2	BedouinA	French			593124	3.5330e-3	3.5330e-3	5.9850e-5	59.0313137208847
F2	BedouinA	Han			593124	2.6791e-2	2.6791e-2	2.8052e-4	95.50257792052417
F2	BedouinA	Hazara			593124	9.5192e-3	9.5192e-3	1.6943e-4	56.18505144301072
F2	BedouinA	Italian_North			593124	2.6437e-3	2.6437e-3	6.3730e-5	41.48214233764467
F2	BedouinA	Japanese			593124	2.7299e-2	2.7299e-2	2.6782e-4	101.93162415181125
F2	BedouinA	Kalash			593124	1.1252e-2	1.1252e-2	1.7634e-4	63.80640215844604
F2	BedouinA	Karitiana			593124	5.2835e-2	5.2835e-2	5.1549e-4	102.49368595271618
F2	BedouinA	Makrani			593124	4.0313e-3	4.0313e-3	7.7170e-5	52.239309344204614
F2	BedouinA	Mandenka			593124	3.2773e-2	3.2773e-2	3.0432e-4	107.69273552782907
F2	BedouinA	Mayan			593124	3.2409e-2	3.2409e-2	4.1980e-4	77.20081091720377
F2	BedouinA	Mozabite			593124	4.8940e-3	4.8940e-3	9.4831e-5	51.607158529684234
F2	BedouinA	Orcadian			593124	4.9556e-3	4.9556e-3	1.0025e-4	49.430773740643765
F2	BedouinA	Palestinian			593124	1.3694e-3	1.3694e-3	4.2361e-5	32.328244790619905
F2	BedouinA	Papuan			593124	4.7558e-2	4.7558e-2	4.8438e-4	98.1831111003018
F2	BedouinA	Pathan			593124	4.6887e-3	4.6887e-3	8.6094e-5	54.46044639480033
F2	BedouinA	Pima			593124	4.2561e-2	4.2561e-2	4.8096e-4	88.49206127952287
F2	BedouinA	Russian			593124	5.0787e-3	5.0787e-3	8.0430e-5	63.14500273905529
F2	BedouinA	Sardinian			593124	4.2036e-3	4.2036e-3	7.3845e-5	56.92488905609896
F2	BedouinA	Sindhi_Pakistan			593124	5.5391e-3	5.5391e-3	1.1658e-4	47.51146822972518
F2	BedouinA	Yakut			593124	2.3899e-2	2.3899e-2	2.9720e-4	80.41429993680445
F2	BedouinA	Yoruba			593124	3.3143e-2	3.3143e-2	3.0346e-4	109.21649036595372
F2	BedouinB	Adygei			593124	8.0423e-3	8.0423e-3	1.3859e-4	58.028229247339254
F2	BedouinB	Balochi			593124	9.4370e-3	9.4370e-3	1.5508e-4	60.85457549364785
F2	BedouinB	Basque			593124	1.0027e-2	1.0027e-2	1.5344e-4	65.34881756220545
F2	BedouinB	BedouinA			593124	4.5081e-3	4.5081e-3	1.1512e-4	39.16022613084436
F2	BedouinB	BedouinB			593124	0.0000	0.0000	0.0000	NaN
F2	BedouinB	Biaka			593124	4.9259e-2	4.9259e-2	4.2631e-4	115.54535692996105
F2	BedouinB	Brahui			593124	9.8236e-3	9.8236e-3	1.4758e-4	66.56619540992371
F2	BedouinB	Burusho			593124	1.1938e-2	1.1938e-2	1.5336e-4	77.84123732384043
F2	BedouinB	Druze			593124	6.4129e-3	6.4129e-3	1.1609e-4	55.23863716333307
F2	BedouinB	French			593124	8.4147e-3	8.4147e-3	1.3263e-4	63.4450039517418
F2	BedouinB	Han			593124	3.2402e-2	3.2402e-2	3.0902e-4	104.85539339210766
F2	BedouinB	Hazara			593124	1.4944e-2	1.4944e-2	2.1572e-4	69.27627198766938
F2	BedouinB	Italian_North			593124	7.3787e-3	7.3787e-3	1.2675e-4	58.216658838711204
F2	BedouinB	Japanese			593124	3.2994e-2	3.2994e-2	3.0803e-4	107.11410997047636
F2	BedouinB	Kalash			593124	1.6598e-2	1.6598e-2	2.3452e-4	70.77544040440928
F2	BedouinB	Karitiana			593124	5.8575e-2	5.8575e-2	5.3930e-4	108.61301022087775
F2	BedouinB	Makrani			593124	8.9676e-3	8.9676e-3	1.4488e-4	61.89882070683565
F2	BedouinB	Mandenka			593124	4.0160e-2	4.0160e-2	3.6718e-4	109.37649315649047
F2	BedouinB	Mayan			593124	3.8196e-2	3.8196e-2	4.0835e-4	93.53666201649207
F2	BedouinB	Mozabite			593124	9.6142e-3	9.6142e-3	1.5743e-4	61.07151811448197
F2	BedouinB	Orcadian			593124	9.9345e-3	9.9345e-3	1.6532e-4	60.09149322326452
F2	BedouinB	Palestinian			593124	5.3198e-3	5.3198e-3	1.0240e-4	51.94945672139317
F2	BedouinB	Papuan			593124	5.3169e-2	5.3169e-2	5.4253e-4	98.00110674208354
F2	BedouinB	Pathan			593124	1.0004e-2	1.0004e-2	1.5690e-4	63.7558586255935
F2	BedouinB	Pima			593124	4.8338e-2	4.8338e-2	4.7287e-4	102.22439461398565
F2	BedouinB	Russian			593124	1.0340e-2	1.0340e-2	1.5568e-4	66.417075588716
F2	BedouinB	Sardinian			593124	8.7565e-3	8.7565e-3	1.3887e-4	63.055699090486165
F2	BedouinB	Sindhi_Pakistan			593124	1.0878e-2	1.0878e-2	1.8029e-4	60.33693498940661
F2	BedouinB	Yakut			593124	2.9638e-2	2.9638e-2	3.3023e-4	89.74980782255072
F2	BedouinB	Yoruba			593124	4.0585e-2	4.0585e-2	3.5448e-4	114.49140840559991
F2	Biaka	Adygei			593124	4.9731e-2	4.9731e-2	3.5878e-4	138.61322344994497
F2	Biaka	Balochi			593124	4.6900e-2	4.6900e-2	3.5860e-4	130.7863968031428
F2	Biaka	Basque			593124	5.3373e-2	5.3373e-2	4.0168e-4	132.87439538384845
F2	Biaka	BedouinA			593124	4.1772e-2	4.1772e-2	3.6346e-4	114.92624910023254
F2	Biaka	BedouinB			593124	4.9259e-2	4.9259e-2	4.2631e-4	115.54535692996105
F2	Biaka	Biaka			593124	0.0000	0.0000	0.0000	NaN
F2	Biaka	Brahui			593124	4.6990e-2	4.6990e-2	3.6524e-4	128.6550854527919
F2	Biaka	Burusho			593124	4.7574e-2	4.7574e-2	3.3507e-4	141.9797246002163
F2	Biaka	Druze			593124	4.8584e-2	4.8584e-2	3.6287e-4	133.88974606615668
F2	Biaka	French			593124	5.1017e-2	5.1017e-2	3.8544e-4	132.35941097823058
F2	Biaka	Han			593124	5.9170e-2	5.9170e-2	4.2077e-4	140.6216950924347
F2	Biaka	Hazara			593124	4.8489e-2	4.8489e-2	3.5048e-4	138.35062688050778
F2	Biaka	Italian_North			593124	5.0782e-2	5.0782e-2	3.9285e-4	129.2658525502329
F2	Biaka	Japanese			593124	5.9887e-2	5.9887e-2	4.1646e-4	143.80198018257485
F2	Biaka	Kalash			593124	5.4017e-2	5.4017e-2	3.6337e-4	148.65734211531026
F2	Biaka	Karitiana			593124	8.8036e-2	8.8036e-2	5.2210e-4	168.61784173292276
F2	Biaka	Makrani			593124	4.5576e-2	4.5576e-2	3.4954e-4	130.38771539328022
F2	Biaka	Mandenka			593124	1.1928e-2	1.1928e-2	1.9268e-4	61.903813294753334
F2	Biaka	Mayan			593124	6.7628e-2	6.7628e-2	4.9131e-4	137.64747310392
F2	Biaka	Mozabite			593124	3.7887e-2	3.7887e-2	3.5979e-4	105.3034472181762
F2	Biaka	Orcadian			593124	5.2299e-2	5.2299e-2	3.9083e-4	133.8140126937352
F2	Biaka	Palestinian			593124	4.4279e-2	4.4279e-2	3.4418e-4	128.65095215845767
F2	Biaka	Papuan			593124	7.5828e-2	7.5828e-2	6.3260e-4	119.86762809278432
F2	Biaka	Pathan			593124	4.7123e-2	4.7123e-2	3.4428e-4	136.87539516920143
F2	Biaka	Pima			593124	7.7774e-2	7.7774e-2	5.2742e-4	147.46130467356878
F2	Biaka	Russian			593124	5.1115e-2	5.1115e-2	3.9071e-4	130.82542600952
F2	Biaka	Sardinian			593124	5.2813e-2	5.2813e-2	3.8054e-4	138.78306920623473
F2	Biaka	Sindhi_Pakistan			593124	4.6859e-2	4.6859e-2	3.3118e-4	141.48923015077438
F2	Biaka	Yakut			593124	5.8745e-2	5.8745e-2	4.4403e-4	132.29854201990574
F2	Biaka	Yoruba			593124	1.0498e-2	1.0498e-2	1.6947e-4	61.94414352305907
F2	Brahui	Adygei			593124	3.5101e-3	3.5101e-3	8.2513e-5	42.53962425687301
F2	Brahui	Balochi			593124	8.3512e-4	8.3512e-4	5.6163e-5	14.869585679994945
F2	Brahui	Basque			593124	7.7458e-3	7.7458e-3	1.2321e-4	62.865000777990446
F2	Brahui	BedouinA			593124	4.7027e-3	4.7027e-3	8.3033e-5	56.6365872443231
F2	Brahui	BedouinB			593124	9.8236e-3	9.8236e-3	1.4758e-4	66.56619540992371
F2	Brahui	Biaka			593124	4.6990e-2	4.6990e-2	3.6524e-4	128.6550854527919
F2	Brahui	Brahui			593124	0.0000	0.0000	0.0000	NaN
F2	Brahui	Burusho			593124	3.3253e-3	3.3253e-3	7.6600e-5	43.410570085352894
F2	Brahui	Druze			593124	5.0152e-3	5.0152e-3	9.4713e-5	52.951369955741924
F2	Brahui	French			593124	5.3414e-3	5.3414e-3	8.6121e-5	62.022634932992425
F2	Brahui	Han			593124	2.2979e-2	2.2979e-2	2.3512e-4	97.73242036998103
F2	Brahui	Hazara			593124	6.8978e-3	6.8978e-3	1.4667e-4	47.02958073252067
F2	Brahui	Italian_North			593124	5.1654e-3	5.1654e-3	1.0755e-4	48.02837202763262
F2	Brahui	Japanese			593124	2.3507e-2	2.3507e-2	2.3352e-4	100.66667073260182
F2	Brahui	Kalash			593124	8.1509e-3	8.1509e-3	1.4330e-4	56.88166430623763
F2	Brahui	Karitiana			593124	4.8225e-2	4.8225e-2	5.0552e-4	95.3979069803156
F2	Brahui	Makrani			593124	1.1411e-3	1.1411e-3	6.0240e-5	18.94265096898153
F2	Brahui	Mandenka			593124	3.8236e-2	3.8236e-2	3.1895e-4	119.88029171030867
F2	Brahui	Mayan			593124	2.8786e-2	2.8786e-2	3.8904e-4	73.99228389097593
F2	Brahui	Mozabite			593124	1.0031e-2	1.0031e-2	1.5383e-4	65.20357296155633
F2	Brahui	Orcadian			593124	6.2322e-3	6.2322e-3	1.1669e-4	53.40983530060709
F2	Brahui	Palestinian			593124	4.7033e-3	4.7033e-3	8.7142e-5	53.97228286040807
F2	Brahui	Papuan			593124	4.4685e-2	4.4685e-2	4.8036e-4	93.02510304149635
F2	Brahui	Pathan			593124	1.7369e-3	1.7369e-3	6.3844e-5	27.204993317852136
F2	Brahui	Pima			593124	3.8393e-2	3.8393e-2	4.4457e-4	86.35920074837513
F2	Brahui	Russian			593124	5.4785e-3	5.4785e-3	9.5062e-5	57.63049415988416
F2	Brahui	Sardinian			593124	8.0932e-3	8.0932e-3	1.2191e-4	66.38853421782278
F2	Brahui	Sindhi_Pakistan			593124	1.8074e-3	1.8074e-3	7.1469e-5	25.289104994621894
F2	Brahui	Yakut			593124	2.0610e-2	2.0610e-2	2.7567e-4	74.76163910954571
F2	Brahui	Yoruba			593124	3.8635e-2	3.8635e-2	3.0201e-4	127.9271246357194
F2	Burusho	Adygei			593124	4.4748e-3	4.4748e-3	9.1923e-5	48.679405214971794
F2	Burusho	Balochi			593124	2.8403e-3	2.8403e-3	6.9519e-5	40.85660152325141
F2	Burusho	Basque			593124	8.8710e-3	8.8710e-3	1.2969e-4	68.40029740232349
F2	Burusho	BedouinA			593124	6.5368e-3	6.5368e-3	9.9619e-5	65.61798089224006
F2	Burusho	BedouinB			593124	1.1938e-2	1.1938e-2	1.5336e-4	77.84123732384043
F2	Burusho	Biaka			593124	4.7574e-2	4.7574e-2	3.3507e-4	141.9797246002163
F2	Burusho	Brahui			593124	3.3253e-3	3.3253e-3	7.6600e-5	43.410570085352894
F2	Burusho	Burusho			593124	0.0000	0.0000	0.0000	NaN
F2	Burusho	Druze			593124	6.8334e-3	6.8334e-3	1.1183e-4	61.10256214450751
F2	Burusho	French			593124	6.3121e-3	6.3121e-3	1.0040e-4	62.866508623309024
F2	Burusho	Han			593124	1.7540e-2	1.7540e-2	2.0775e-4	84.428947387183
F2	Burusho	Hazara			593124	4.5214e-3	4.5214e-3	1.0817e-4	41.797540606766056
F2	Burusho	Italian_North			593124	6.5388e-3	6.5388e-3	1.2461e-4	52.474912776430905
F2	Burusho	Japanese			593124	1.7996e-2	1.7996e-2	1.9696e-4	91.37328908499141
F2	Burusho	Kalash			593124	7.9294e-3	7.9294e-3	1.5396e-4	51.50260306952831
F2	Burusho	Karitiana			593124	4.3916e-2	4.3916e-2	4.8189e-4	91.1323759546836
F2	Burusho	Makrani			593124	3.3139e-3	3.3139e-3	7.2034e-5	46.004144732903775
F2	Burusho	Mandenka			593124	3.8981e-2	3.8981e-2	2.8854e-4	135.09744275768813
F2	Burusho	Mayan			593124	2.4739e-2	2.4739e-2	3.5677e-4	69.34141324591664
F2	Burusho	Mozabite			593124	1.1565e-2	1.1565e-2	1.6569e-4	69.79788741895372
F2	Burusho	Orcadian			593124	6.9414e-3	6.9414e-3	1.3611e-4	50.99780289894024
F2	Burusho	Palestinian			593124	6.5021e-3	6.5021e-3	9.5607e-5	68.0085138386893
F2	Burusho	Papuan			593124	4.1470e-2	4.1470e-2	4.2034e-4	98.65775999471005
F2	Burusho	Pathan			593124	1.7292e-3	1.7292e-3	5.7730e-5	29.953648659303685
F2	Burusho	Pima			593124	3.4161e-2	3.4161e-2	4.2977e-4	79.48746089730783
F2	Burusho	Russian			593124	5.5683e-3	5.5683e-3	1.0255e-4	54.296102479377026
F2	Burusho	Sardinian			593124	9.7557e-3	9.7557e-3	1.4834e-4	65.76690724373125
F2	Burusho	Sindhi_Pakistan			593124	1.9917e-3	1.9917e-3	6.6804e-5	29.81393294160207
F2	Burusho	Yakut			593124	1.5821e-2	1.5821e-2	2.3805e-4	66.4618801087047
F2	Burusho	Yoruba			593124	3.9268e-2	3.9268e-2	2.7372e-4	143.46246606450427
F2	Druze	Adygei			593124	2.8911e-3	2.8911e-3	6.4532e-5	44.80186694660674
F2	Druze	Balochi			593124	4.5745e-3	4.5745e-3	8.3832e-5	54.56679499566849
F2	Druze	Basque			593124	5.1339e-3	5.1339e-3	8.7095e-5	58.94603233521136
F2	Druze	BedouinA			593124	2.3101e-3	2.3101e-3	4.5621e-5	50.6367717337056
F2	Druze	BedouinB			593124	6.4129e-3	6.4129e-3	1.1609e-4	55.23863716333307
F2	Druze	Biaka			593124	4.8584e-2	4.8584e-2	3.6287e-4	133.88974606615668
F2	Druze	Brahui			593124	5.0152e-3	5.0152e-3	9.4713e-5	52.951369955741924
F2	Druze	Burusho			593124	6.8334e-3	6.8334e-3	1.1183e-4	61.10256214450751
F2	Druze	Druze			593124	0.0000	0.0000	0.0000	NaN
F2	Druze	French			593124	3.3160e-3	3.3160e-3	5.9478e-5	55.75088525859047
F2	Druze	Han			593124	2.8357e-2	2.8357e-2	2.8950e-4	97.94977322150228
F2	Druze	Hazara			593124	1.0204e-2	1.0204e-2	1.7966e-4	56.79383380297874
F2	Druze	Italian_North			593124	2.5266e-3	2.5266e-3	5.6664e-5	44.589140457250885
F2	Druze	Japanese			593124	2.8916e-2	2.8916e-2	2.7690e-4	104.42769712179891
F2	Druze	Kalash			593124	1.1325e-2	1.1325e-2	1.7468e-4	64.83126986933902
F2	Druze	Karitiana			593124	5.4158e-2	5.4158e-2	4.9815e-4	108.71729920461446
F2	Druze	Makrani			593124	4.4302e-3	4.4302e-3	8.1911e-5	54.08577991301326
F2	Druze	Mandenka			593124	3.9578e-2	3.9578e-2	3.1662e-4	125.00131409988302
F2	Druze	Mayan			593124	3.3633e-2	3.3633e-2	4.1707e-4	80.63945683758062
F2	Druze	Mozabite			593124	7.1167e-3	7.1167e-3	1.2456e-4	57.1367481861679
F2	Druze	Orcadian			593124	4.6719e-3	4.6719e-3	9.6680e-5	48.323154759743986
F2	Druze	Palestinian			593124	2.2034e-3	2.2034e-3	4.6879e-5	47.00299569891942
F2	Druze	Papuan			593124	4.9403e-2	4.9403e-2	5.0889e-4	97.07883638652852
F2	Druze	Pathan			593124	4.8747e-3	4.8747e-3	8.2888e-5	58.810992851776675
F2	Druze	Pima			593124	4.3660e-2	4.3660e-2	4.6026e-4	94.85806119350083
F2	Druze	Russian			593124	5.0691e-3	5.0691e-3	8.5318e-5	59.414032958595214
F2	Druze	Sardinian			593124	4.0836e-3	4.0836e-3	7.5130e-5	54.35461487075241
F2	Druze	Sindhi_Pakistan			593124	5.8272e-3	5.8272e-3	1.1539e-4	50.50014719840841
F2	Druze	Yakut			593124	2.5283e-2	2.5283e-2	2.9478e-4	85.76939370793784
F2	Druze	Yoruba			593124	4.0034e-2	4.0034e-2	3.0839e-4	129.81547619738498
F2	French	Adygei			593124	2.3100e-3	2.3100e-3	7.4799e-5	30.883037334661207
F2	French	Balochi			593124	4.8528e-3	4.8528e-3	8.3846e-5	57.87728892457344
F2	French	Basque			593124	1.6455e-3	1.6455e-3	5.8566e-5	28.09658926982684
F2	French	BedouinA			593124	3.5330e-3	3.5330e-3	5.9850e-5	59.0313137208847
F2	French	BedouinB			593124	8.4147e-3	8.4147e-3	1.3263e-4	63.4450039517418
F2	French	Biaka			593124	5.1017e-2	5.1017e-2	3.8544e-4	132.35941097823058
F2	French	Brahui			593124	5.3414e-3	5.3414e-3	8.6121e-5	62.022634932992425
F2	French	Burusho			593124	6.3121e-3	6.3121e-3	1.0040e-4	62.866508623309024
F2	French	Druze			593124	3.3160e-3	3.3160e-3	5.9478e-5	55.75088525859047
F2	French	French			593124	0.0000	0.0000	0.0000	NaN
F2	French	Han			593124	2.7559e-2	2.7559e-2	2.9912e-4	92.13334089664849
F2	French	Hazara			593124	9.2972e-3	9.2972e-3	1.7612e-4	52.79007772625665
F2	French	Italian_North			593124	3.4822e-4	3.4822e-4	4.9609e-5	7.019214778915361
F2	French	Japanese			593124	2.8052e-2	2.8052e-2	2.8375e-4	98.86259184533577
F2	French	Kalash			593124	1.0696e-2	1.0696e-2	1.7904e-4	59.74152908995473
F2	French	Karitiana			593124	5.1695e-2	5.1695e-2	5.0145e-4	103.09207080836546
F2	French	Makrani			593124	4.9391e-3	4.9391e-3	8.6532e-5	57.078420694102036
F2	French	Mandenka			593124	4.2074e-2	4.2074e-2	3.1154e-4	135.05199674120485
F2	French	Mayan			593124	3.1420e-2	3.1420e-2	4.1722e-4	75.3070028102511
F2	French	Mozabite			593124	7.5023e-3	7.5023e-3	1.3168e-4	56.97321351112527
F2	French	Orcadian			593124	8.0821e-4	8.0821e-4	6.4157e-5	12.597428646106728
F2	French	Palestinian			593124	3.2924e-3	3.2924e-3	5.8387e-5	56.38968781787889
F2	French	Papuan			593124	4.9513e-2	4.9513e-2	5.2174e-4	94.90039372606144
F2	French	Pathan			593124	4.3329e-3	4.3329e-3	8.6524e-5	50.07733227495644
F2	French	Pima			593124	4.1512e-2	4.1512e-2	4.8236e-4	86.05952773917144
F2	French	Russian			593124	1.1941e-3	1.1941e-3	4.7150e-5	25.3245338121284
F2	French	Sardinian			593124	2.1705e-3	2.1705e-3	6.0962e-5	35.60406114311965
F2	French	Sindhi_Pakistan			593124	5.6131e-3	5.6131e-3	1.0600e-4	52.95515621396604
F2	French	Yakut			593124	2.3910e-2	2.3910e-2	3.0772e-4	77.7015304412076
F2	French	Yoruba			593124	4.2590e-2	4.2590e-2	2.9733e-4	143.2396137384627
F2	Han	Adygei			593124	2.4853e-2	2.4853e-2	3.1217e-4	79.61335574888969
F2	Han	Balochi			593124	2.2536e-2	2.2536e-2	2.2412e-4	100.55113999618312
F2	Han	Basque			593124	3.0138e-2	3.0138e-2	3.2135e-4	93.7861399642412
F2	Han	BedouinA			593124	2.6791e-2	2.6791e-2	2.8052e-4	95.50257792052417
F2	Han	BedouinB			593124	3.2402e-2	3.2402e-2	3.0902e-4	104.85539339210766
F2	Han	Biaka			593124	5.9170e-2	5.9170e-2	4.2077e-4	140.6216950924347
F2	Han	Brahui			593124	2.2979e-2	2.2979e-2	2.3512e-4	97.73242036998103
F2	Han	Burusho			593124	1.7540e-2	1.7540e-2	2.0775e-4	84.428947387183
